REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
M23B41/006,A10476,Namazzi Lumala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-47,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,80%,80,76–100%,4133000,3306400,826600,Gertrude Ssewanyana,Joshua Lwanga,Peter Nakafeero,Amina Katusiime,BOS0604
M23B41/008,A10502,Akello Malinga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-60,Not Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,90%,90,76–100%,4133000,3719700,413300,Richard Asiimwe,James Nabawanuka,Amina Naggenda,Nakuya Sabiiti,BOS0503
M24B41/002,A10410,Yusuf Nelson,Congolese,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-11,Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,60%,60,51–75%,3933000,2359800,1573200,Juliet Nalubega,Tabitha Ouma,Patience Nakalema,Francis Muwonge,"BOS0303, BOS0304"
M24B41/004,A10431,Diana Kalema,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,55%,55,51–75%,3283000,1805650,1477350,Mary Kayondo,Naggayi Nabunya,Victor Byaruhanga,Jacob Obua,BOS0401
M24B41/007,A10447,Daisy Nsereko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,B,B-36,Not Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,75%,75,51–75%,4133000,3099750,1033250,Akello Nuwagaba,Edwin Nassaka,Triza Muwonge,Edwin Wasswa,"BOS0401, BOS0404, BOS0405"
M24B41/009,A10475,Amelia Miller,Congolese,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,D,D-13,Not Subscribed,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,70%,70,51–75%,4133000,2893100,1239900,Abraham Ssekandi,Triza Ntambi,Nabirye Akiiki,Akiiki Sserugo,BOS0403
M25B41/002,A10414,Liam Hall,Kenyan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,Innovation Scholarship,Future Leaders Grant,40%,40,26–50%,3283000,1313200,1969800,Joy Tabaaro,Lawrence Kamara,Patrick Mukwaya,Nakintu Nafuna,"BOS0203, BOS0204"
M25B41/006,A10434,Nakintu Arinaitwe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,45%,45,26–50%,3283000,1477350,1805650,Esther Okot,Patrick Kisembo,Norah Bbaale,Akena Bamwine,"BOS0103, BOS0105"
M25B41/009,A10455,Nambooze Kaboyo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,R,Executive,Mukono,Beta Hall,A,A-11,Not Subscribed,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,Need-Based Grant,Future Leaders Grant,35%,35,26–50%,4783000,1674050,3108950,Atwine Tumuhimbise,Noah Nakayiza,Ben Ninsiima,Nabasirye Jjumba,BOS0203
M25B41/012,A10473,Nambi Ssenoga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Late,R,Double Normal,Mukono,Delta Hall,C,C-18,Not Subscribed,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,65%,65,51–75%,4133000,2686450,1446550,Nabirye Komakech,Anena Kagimu,Rose Muwonge,Richard Nakibuuka,
S23B41/001,A10412,Joan Lwanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,,,65%,65,51–75%,3283000,2133950,1149050,Ivan Nakimera,Nambi Nassaka,Isaac Namutebi,Ian Bamwine,BOS0502
S23B41/004,A10428,Doreen Bbaale,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-49,Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,90%,90,76–100%,4783000,4304700,478300,Nandutu Bashaija,Daisy Namutebi,Janet Mukasa,Susan Atim,BOS0406
S23B41/006,A10446,Joy Ntale,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,60%,60,51–75%,3283000,1969800,1313200,Kevin Luyiga,Nakimera Ssempijja,Zaina Achola,Lawrence Kayondo,"BOS0502, BOS0503, BOS0505"
S23B41/009,A10487,Charles Gitta,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,C,C-19,Not Subscribed,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,40%,40,26–50%,4133000,1653200,2479800,Nakintu Walakira,Gloria Okot,Isaac Zziwa,Abel Mulyagonja,BOS0305
S23B41/011,A10499,Zaina Kazibwe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,3,2,6,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,45%,45,26–50%,3283000,1477350,1805650,Irene Kalyango,Fred Nabukenya,Nakintu Twinamatsiko,Gerald Nabukenya,"BOS0503, BOS0506"
S24B41/002,A10421,Caroline Kaboyo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,C,C-09,Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,90%,90,76–100%,4133000,3719700,413300,Nancy Bategeka,Vincent Nsubuga,Namara Kalyango,Judith Kibirige,BOS0306
S24B41/005,A10441,George Ssenfuma,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,55%,55,51–75%,3283000,1805650,1477350,David Ladu,Asiimwe Kiconco,Francis Kaddu,Mugisha Adong,BOS0203
S24B41/010,A10482,Natukunda Tibyangye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-35,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,75%,75,51–75%,3933000,2949750,983250,Nakimera Nakafeero,Moses Nakafeero,Mark Bbaale,Nambooze Wandera,BOS0103
S24B41/012,A10489,Emmanuel Byarugaba,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-16,Subscribed,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,,,30%,30,26–50%,4783000,1434900,3348100,Esther Kabuye,Nakuya Kansiime,Mark Nanyonjo,Mercy Mukwaya,BOS0302
S24B41/014,A10504,Richard Kisembo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,35%,35,26–50%,3283000,1149050,2133950,Racheal Byarugaba,Catherine Abigaba,Mercy Adong,Atwine Nakimera,"BOS0302, BOS0305"
S25B41/002,A10433,Norah Olara,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,100%,100,76–100%,3283000,3283000,0,Mugisha Ibanda,Amina Namirembe,Prisca Ocaya,Namata Kisembo,BOS0104
S25B41/004,A10462,Margaret Amanya,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,B,B-28,Not Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,100%,100,76–100%,4133000,4133000,0,Violet Kaboyo,Lilian Ssenfuma,Nakato Kagimu,Zaituni Kabagenyi,BOS0106
S25B41/008,A10477,Faith Nakabuye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Busoga High School,Iganga,Tier 2,Private/Faith-based,,,65%,65,51–75%,3283000,2133950,1149050,Lucy Mugerwa,John Muhangi,Daisy Achola,Nancy Nakaggwa,
S25B41/010,A10498,Esther Isabirye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-36,Subscribed,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3933000,3933000,0,Namata Oringa,Lloyd Amony,Robert Mulyagonja,Francis Matovu,
S25B41/012,A10508,Violet Akello,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,41,Bachelor of Science in Food Science and Technology,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-50,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,65%,65,51–75%,4133000,2686450,1446550,Harriet Wandera,Florence Natukunda,Gloria Nansubuga,Dorothy Akena,
J23B40/001,A10519,Yasin Adong,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,100%,100,76–100%,4183000,4183000,0,Mark Otim,Lawrence Kamara,Patrick Mukwaya,Nakintu Nafuna,BOS0504
J23B40/004,A10540,Sylvia Kansiime,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,50%,50,26–50%,4183000,2091500,2091500,Akello Magezi,Elijah Ouma,Caleb Tindyebwa,Ruth Nabaggala,BOS0606
J23B40/006,A10557,Dorothy Byaruhanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,80%,80,76–100%,4183000,3346400,836600,Ritah Muzira,Doreen Kamara,Daniel Nakalema,James Nassaka,"BOS0604, BOS0605, BOS0606"
J23B40/008,A10559,Anena Mulindwa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Late,R,Double Normal,Mukono,Beta Hall,A,A-57,Not Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,Innovation Scholarship,Global Vision Scholarship,100%,100,76–100%,5033000,5033000,0,Naava Nakato,Abraham Namaganda,Sheila Nakabuye,Triza Nakayiza,BOS0603
J23B40/010,A10572,Walter Kalyegira,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,4183000,1673200,2509800,Abel Nakabuye,Trevor Nakitto,Susan Magezi,Lloyd Wasswa,"BOS0403, BOS0407"
J23B40/012,A10586,Rebecca Namirembe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,65%,65,51–75%,4183000,2718950,1464050,Lawrence Kahinda,Nakanwagi Mayanja,Asiimwe Tabaaro,Emmanuel Namaganda,"BOS0601, BOS0602, BOS0603"
J24B40/001,A10524,Richard Kikomeko,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Late,R,Ordinary,Mukono,Gamma Hall,C,C-41,Not Subscribed,Namasagali College,Kamuli,Tier 1,Private/Faith-based,,,85%,85,76–100%,4833000,4108050,724950,Naava Kiggundu,Elijah Lwanga,Naggayi Bashaija,Naggayi Atwine,"BOS0401, BOS0405"
J24B40/003,A10550,Emmanuel Muhangi,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,R,Executive,Mukono,Gamma Hall,C,C-58,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,50%,50,26–50%,5683000,2841500,2841500,Jackline Kaddu,Nancy Amanya,Maria Namyalo,Denis Kiyingi,"BOS0404, BOS0405"
J24B40/005,A10576,Peter Namyalo,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,D,D-01,Subscribed,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,100%,100,76–100%,5033000,5033000,0,Kevin Kayondo,Triza Ssewanyana,Zaina Nakaggwa,David Ninsiima,"BOS0403, BOS0406"
J25B40/001,A10513,Isaac Ssewava,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-23,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,60%,60,51–75%,4833000,2899800,1933200,Valerie Ssempijja,Triza Barasa,Naggayi Kaboyo,Walter Kahinda,BOS0203
J25B40/004,A10546,Asiimwe Oringa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Late,R,Executive,Mukono,Gamma Hall,A,A-11,Not Subscribed,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,,,100%,100,76–100%,5683000,5683000,0,Dorothy Nabukenya,Asiimwe Kiconco,Francis Kaddu,Mugisha Adong,"BOS0202, BOS0207"
J25B40/007,A10561,Jacob Ainomugisha,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Late,R,Executive,Mukono,Alpha Hall,A,A-48,Not Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,Leadership Grant,Global Vision Scholarship,60%,60,51–75%,5683000,3409800,2273200,Abraham Nabirye,Peter Abigaba,Grace Kisembo,Daisy Arinaitwe,"BOS0101, BOS0102, BOS0103"
J25B40/011,A10598,Noah Mulindwa,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,85%,85,76–100%,4183000,3555550,627450,Trevor Katusiime,Aisha Ssenoga,George Kagimu,Joan Okot,"BOS0201, BOS0206, BOS0207"
KJ23B40/003,A10539,Joshua Nakitto,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,4,1,7,Retake/Probation,Normal,NR,None,Kampala,,,,Not Applicable,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,85%,85,76–100%,4183000,3555550,627450,Adong Okello,Patrick Kisembo,Norah Bbaale,Akena Bamwine,"BOS0603, BOS0604"
KJ24B40/006,A10589,Valerie Nabaggala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,50%,50,26–50%,4183000,2091500,2091500,Rebecca Nabweteme,Akena Nakiganda,Saul Namutebi,Rebecca Mukasa,BOS0407
KJ25B40/006,A10555,Henry Davis,Tanzanian,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,A,A-58,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,60%,60,51–75%,5033000,3019800,2013200,Nicholas Nandutu,Violet Nakimera,Aisha Kalibbala,Triza Muzira,"BOS0201, BOS0202, BOS0203"
KJ25B40/010,A10588,Precious Nabirye,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,1,3,Continuing,Normal,R,Ordinary,Kampala,Delta Hall,B,B-37,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,25%,25,0–25%,5033000,1258250,3774750,Namutebi Tumuhimbise,Apollo Wandera,Nabulime Matovu,Adong Twinamatsiko,BOS0204
KM23B40/007,A10564,Timothy Yiga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,R,Ordinary,Kampala,Alpha Hall,A,A-13,Subscribed,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,Merit Award,Integrity Award,50%,50,26–50%,5033000,2516500,2516500,Proscovia Ssenoga,Nabirye Tibyangye,Jackline Ssewava,Oliver Nakabuye,"BOS0603, BOS0605"
KM23B40/013,A10612,Edith Byaruhanga,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,75%,75,51–75%,4183000,3137250,1045750,Susan Bataringaya,Ruth Mayanja,Brian Nakayiza,Norah Namaganda,"BOS0503, BOS0504"
KM24B40/007,A10590,Asiimwe Lumala,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,95%,95,76–100%,4183000,3973850,209150,Vincent Kahinda,Harriet Kato,Caleb Galiwango,Nandutu Naggenda,
KM25B40/013,A10607,Daniel Tumusiime,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,Leadership Grant,Future Leaders Grant,65%,65,51–75%,4183000,2718950,1464050,Naggayi Kagimu,James Nabawanuka,Amina Naggenda,Nakuya Sabiiti,"BOS0201, BOS0203, BOS0204"
KS23B40/009,A10563,Solomon Namutebi,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Late,R,Ordinary,Kampala,Alpha Hall,C,C-57,Not Subscribed,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,45%,45,26–50%,5033000,2264850,2768150,Brian Kayondo,Mercy Namutebi,Deborah Nakalema,Lucy Tumuhimbise,"BOS0504, BOS0506"
KS23B40/013,A10604,Francis Nabukenya,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,1,5,Leave of Absence,Normal,R,Ordinary,Kampala,Alpha Hall,D,D-29,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,5033000,5033000,0,Sheila Nabawanuka,Fred Nabukenya,Nakintu Twinamatsiko,Gerald Nabukenya,"BOS0402, BOS0403"
KS24B40/012,A10599,Akiiki Kaddu,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,Merit Award,Community Impact Grant,40%,40,26–50%,4183000,1673200,2509800,Richard Yiga,Edith Kikomeko,Namazzi Olara,Simon Acen,"BOS0303, BOS0306"
M23B40/002,A10534,Joseph Kalyegira,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,75%,75,51–75%,4183000,3137250,1045750,Nabulime Nafuna,Vincent Nakandi,Dorothy Ssempijja,Mugisha Balikuddembe,"BOS0602, BOS0606"
M23B40/004,A10536,Asiimwe Namirembe,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,D,D-43,Not Subscribed,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,,,85%,85,76–100%,4833000,4108050,724950,Daisy Nsubuga,Naggayi Nabunya,Victor Byaruhanga,Jacob Obua,"BOS0501, BOS0504, BOS0506"
M23B40/006,A10543,Joy Nakiyingi,Ugandan,Faculty of Agricultural Sciences,Agricultural Science,40,Bachelor of Science in Human Nutrition and Clinical Dietetics,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,D,D-17,Subscribed,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed,,,70%,70,51–75%,5033000,3523100,1509900,John Adong,Lawrence Nakkazi,Nakimera Bategeka,Vincent Arinaitwe,"BOS0602, BOS0606, BOS0607"
