REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
M25B86/016,A12932,Joshua Muwonge,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-32,Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,Need-Based Grant,Future Leaders Grant,75%,75,51–75%,3533000,2649750,883250,Nakimera Namaganda,Judy Atim,Edwin Waiswa,David Nafuna,"BOS0103, BOS0105"
M25B86/018,A12945,Edwin Kiconco,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,,,95%,95,76–100%,2883000,2738850,144150,Natukunda Mugisha,Esther Obua,Ruth Namugga,Rebecca Nabunya,"BOS0103, BOS0104, BOS0106"
M25B86/020,A12965,Namutebi Okello,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-31,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,30%,30,26–50%,3733000,1119900,2613100,Akello Naggenda,Peter Asiimwe,Joy Wakabi,Simon Kalyango,BOS0202
M25B86/022,A12988,Caleb Nakibuuka,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Late,R,Ordinary,Mukono,Beta Hall,B,B-10,Subscribed,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,60%,60,51–75%,3533000,2119800,1413200,Saul Malinga,Namyalo Kazibwe,Lawrence Ssewava,Nakimera Nakku,BOS0201
M25B86/024,A12997,Joshua Nabukenya,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,,,60%,60,51–75%,2883000,1729800,1153200,Paul Atwine,Ritah Asiimwe,Simon Nakiganda,Janet Jjumba,BOS0203
S23B86/001,A12822,Timothy Nakku,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-15,Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,85%,85,76–100%,3733000,3173050,559950,Peace Nakato,Precious Kalyegira,Norah Amanya,Richard Bukenya,"BOS0402, BOS0404"
S23B86/003,A12848,Nancy Ssenfuma,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,B,B-11,Not Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,85%,85,76–100%,3533000,3003050,529950,Proscovia Naggenda,Patience Nakabuye,Naggayi Wanyama,Deborah Ddamulira,BOS0304
S23B86/005,A12881,Olivia Zziwa,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,80%,80,76–100%,2883000,2306400,576600,Judy Amony,Warren Mulyagonja,James Bagiire,Sophia Nakacwa,"BOS0403, BOS0404, BOS0405"
S23B86/007,A12887,Gertrude Acen,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,30%,30,26–50%,2883000,864900,2018100,Hellen Jjumba,Lucy Twinamatsiko,Dorothy Kayemba,Sarah Oloya,"BOS0501, BOS0502, BOS0504"
S23B86/009,A12912,Isaac Lumala,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-09,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,45%,45,26–50%,3733000,1679850,2053150,Mark Kahinda,Harriet Ikojo,Richard Namaganda,Vincent Ssempijja,"BOS0401, BOS0404, BOS0406"
S23B86/011,A12942,Catherine Luyiga,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Zaina Tibyangye,Anena Kiggundu,Brian Mukwaya,Asiimwe Nakaggwa,BOS0307
S23B86/013,A12950,Patrick Ssenfuma,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-57,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,80%,80,76–100%,3533000,2826400,706600,Vanessa Nakitto,Akello Byarugaba,Ian Waiswa,Nancy Kabuye,BOS0503
S23B86/015,A12955,Amina Lwanga,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Executive,Mukono,Delta Hall,C,C-14,Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Jackline Nakacwa,Emmanuel Ssentongo,Esther Kabagenyi,Namagembe Akena,BOS0403
S23B86/017,A12974,Nandutu Tabaaro,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Late,R,Ordinary,Mukono,Delta Hall,B,B-16,Subscribed,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,75%,75,51–75%,3533000,2649750,883250,Nakintu Kaddu,Ben Waiswa,Atwine Mitala,Natukunda Kabagenyi,BOS0405
S23B86/019,A12980,John Wasswa,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,Need-Based Grant,Future Leaders Grant,100%,100,76–100%,2883000,2883000,0,Atwine Wandera,Elizabeth Jjumba,Sheila Kagimu,Eunice Babirye,BOS0502
S23B86/021,A12992,Mark Ouma,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-30,Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,85%,85,76–100%,3533000,3003050,529950,Mildred Ntale,Brian Mirembe,Naggayi Ssempijja,Abel Yiga,BOS0506
S23B86/023,A13002,Sophia Kansiime,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,1,5,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Nabulime Obua,Dorothy Nabukenya,Nabasirye Nabweteme,Nabirye Okello,"BOS0502, BOS0507"
S23B86/025,A13028,Doreen Katusiime,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,70%,70,51–75%,2883000,2018100,864900,Paul Walakira,Zaina Muwanga,Joshua Yiga,Nabirye Namirembe,"BOS0401, BOS0405"
S24B86/003,A12843,Namara Nabawanuka,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,1,3,Leave of Absence,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-41,Subscribed,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed,,,55%,55,51–75%,3533000,1943150,1589850,Gift Kakooza,Judy Kafuko,Janet Nakiganda,Daisy Kiconco,BOS0301
S24B86/005,A12864,Janet Balikuddembe,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,1,3,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,C,C-49,Not Subscribed,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,,,55%,55,51–75%,3533000,1943150,1589850,Nakintu Walakira,John Adong,Nancy Waiswa,Fred Kazibwe,"BOS0301, BOS0303, BOS0306"
S24B86/007,A12902,Ben Mitala,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Late,R,Double Normal,Mukono,Delta Hall,D,D-03,Subscribed,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,,,60%,60,51–75%,3733000,2239800,1493200,Lydia Ninsiima,Adong Ssempijja,Nakuya Nansubuga,John Galiwango,"BOS0302, BOS0303"
S24B86/009,A12921,Sophia Mukwaya,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,B,B-18,Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,45%,45,26–50%,4383000,1972350,2410650,Namazzi Kamara,Nambooze Nalubega,Gertrude Okello,Abel Nakiyingi,"BOS0301, BOS0307"
S24B86/011,A12929,Prisca Namirembe,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-10,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,60%,60,51–75%,4383000,2629800,1753200,Mugisha Namugga,Caroline Nakyanzi,Peace Byarugaba,Prisca Nuwagaba,BOS0304
S24B86/013,A12949,Doreen Isabirye,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,B,B-23,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,3733000,3546350,186650,Nakuya Atwine,Shamim Namutebi,Daisy Kigozi,Achan Matovu,BOS0201
S24B86/015,A12969,Mildred Asiimwe,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,Merit Award,Community Impact Grant,60%,60,51–75%,2883000,1729800,1153200,Judy Kalyegira,Michael Bbaale,Irene Muzira,Maria Namutebi,BOS0107
S24B86/017,A13000,Jacob Nassaka,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-59,Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,,,50%,50,26–50%,3733000,1866500,1866500,Walter Nakimera,Doreen Nakitto,Judith Okello,Nabasirye Bagiire,BOS0306
S25B86/002,A12830,Peter Nambooze,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,1,1,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,B,B-03,Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,75%,75,51–75%,3533000,2649750,883250,Esther Atwine,Rose Twinamatsiko,Amina Twinamatsiko,Catherine Bukenya,
S25B86/004,A12836,Nakato Sabiiti,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-11,Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,30%,30,26–50%,3733000,1119900,2613100,Timothy Ladu,Sheila Kato,Walter Naggenda,Annet Sabiiti,BOS0105
S25B86/006,A12860,Tabitha Kayondo,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Lloyd Mitala,Natukunda Wasswa,Daniel Mukasa,Nakuya Kayondo,BOS0107
S25B86/008,A12865,Isaac Tumusiime,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,,,40%,40,26–50%,2883000,1153200,1729800,Zaituni Nandutu,Gloria Naggenda,Annet Kiconco,Lloyd Lumala,
S25B86/010,A12873,Natukunda Walakira,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Late,R,Double Normal,Mukono,Alpha Hall,D,D-39,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,3733000,2613100,1119900,Juliet Nuwagaba,Gloria Lumala,Ruth Lumala,Lucy Kansiime,BOS0102
S25B86/012,A12897,Asiimwe Tibyangye,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,70%,70,51–75%,2883000,2018100,864900,Zaituni Ninsiima,Akello Kalyango,Charles Kaboyo,Amina Muhangi,
S25B86/014,A12938,Ben Kagimu,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-50,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,75%,75,51–75%,3533000,2649750,883250,Saul Mukwaya,Gerald Ddamulira,Yusuf Nsubuga,Nabasirye Lwanga,"BOS0105, BOS0107"
S25B86/016,A12947,Hope Amanya,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,45%,45,26–50%,2883000,1297350,1585650,Akello Matovu,Lloyd Muwanga,Juliet Twinamatsiko,Prisca Gitta,"BOS0101, BOS0104, BOS0105"
S25B86/018,A12957,Harriet Kabagenyi,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Namasagali College,Kamuli,Tier 1,Private/Faith-based,,,45%,45,26–50%,2883000,1297350,1585650,Prisca Nabweteme,Nakkazi Nakiyingi,Michael Wakabi,Caleb Kikomeko,"BOS0101, BOS0102, BOS0105"
S25B86/020,A12971,Joseph Asiimwe,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,60%,60,51–75%,2883000,1729800,1153200,Caroline Tumusiime,Diana Akena,Deborah Kafuko,Hellen Nabawanuka,
S25B86/022,A12973,Racheal Nakibuuka,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,A,A-01,Subscribed,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,,,95%,95,76–100%,3533000,3356350,176650,Chris Balikuddembe,Anena Mugisha,Naava Namaganda,Diana Muzira,
S25B86/024,A12989,Michael Jackson,Indian,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-26,Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,Need-Based Grant,Community Impact Grant,100%,100,76–100%,3733000,3733000,0,Chris Obua,Walter Bbaale,Michael Nansubuga,Vincent Muwonge,
S25B86/027,A13007,Nakintu Kato,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,A,A-03,Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,,,45%,45,26–50%,4383000,1972350,2410650,Annet Bamwine,Lydia Bamwine,Nandutu Opio,Rebecca Nakacwa,
S25B86/030,A13020,Olivia Sserugo,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Late,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Sarah Lumala,Lydia Nakabuye,Joseph Okot,Proscovia Wanyama,BOS0103
S25B86/032,A13026,Gift Mitala,Ugandan,School of Business,Accounting,86,Bachelor of Science in Economics and Statistics,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,45%,45,26–50%,2883000,1297350,1585650,Patrick Sserugo,Lucy Muwanga,Nakuya Bukenya,Edith Ikojo,"BOS0102, BOS0107"
J23B76/002,A13052,Nambi Nabirye,Ugandan,School of Business,Business,76,Bachelor of Business Administration,4,1,7,Retake/Probation,Normal,R,Executive,Mukono,Beta Hall,A,A-27,Subscribed,Busoga High School,Iganga,Tier 2,Private/Faith-based,,,45%,45,26–50%,4383000,1972350,2410650,Lloyd Muwonge,Olivia Okello,James Kalyango,Charles Ddamulira,BOB0601
J23B76/004,A13067,George Sabiiti,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,55%,55,51–75%,2883000,1585650,1297350,Asiimwe Ouma,Anena Chemutai,Precious Babirye,Simon Naggenda,BOB0501
J23B76/006,A13081,Patrick Bamwine,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,80%,80,76–100%,2883000,2306400,576600,Jackline Muwanga,Oliver Kiggundu,Warren Lwanga,Janet Nakibuuka,"BOB0501, BOB0504"
J23B76/009,A13088,Joshua Muhangi,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,R,Ordinary,Mukono,Beta Hall,B,B-23,Subscribed,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,,,40%,40,26–50%,3533000,1413200,2119800,Winnie Bukenya,Atwine Asiimwe,Namara Lwanga,Akiiki Nambooze,BOB0505
J23B76/014,A13151,Daniel King,Tanzanian,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,75%,75,51–75%,2883000,2162250,720750,Edwin Kamanzi,Hope Nakitto,Warren Tabaaro,Ivan Nambooze,"BOB0601, BOB0602, BOB0603"
J23B76/016,A13156,Daniel Kansiime,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,,,35%,35,26–50%,2883000,1009050,1873950,Nambi Nandutu,Anena Kiggundu,Sarah Ikojo,Asiimwe Nakaggwa,BOB0501
J23B76/018,A13207,Naggayi Ssenoga,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,55%,55,51–75%,2883000,1585650,1297350,Nakintu Tumusiime,Caleb Nabunya,Namutebi Olara,Hellen Walakira,BOB0607
J23B76/020,A13241,Ava Wright,Tanzanian,School of Business,Business,76,Bachelor of Business Administration,3,2,6,Finalist,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-57,Not Subscribed,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,70%,70,51–75%,3533000,2473100,1059900,Peace Namagombe,Namagembe Gitta,Winnie Namirembe,Caleb Lumala,BOB0504
J24B76/002,A13041,Moses Tumusiime,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,B,B-30,Subscribed,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,60%,60,51–75%,3533000,2119800,1413200,Stephen Ainomugisha,Annet Abigaba,Faith Nabweteme,Noah Wabwire,BOB0305
J24B76/004,A13056,Namutebi Olara,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Nicholas Wabwire,Nakuya Muzira,Susan Muwonge,Valerie Sserugo,"BOB0406, BOB0407"
J24B76/006,A13065,George Asiimwe,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,A,A-35,Not Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,60%,60,51–75%,3533000,2119800,1413200,Asiimwe Bukenya,Norah Mulyagonja,Chris Ntambi,Ruth Amony,"BOB0201, BOB0202"
J24B76/009,A13092,Namata Nakku,Ugandan,School of Business,Business,76,Bachelor of Business Administration,2,2,4,Leave of Absence,Normal,R,Executive,Mukono,Delta Hall,B,B-46,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,85%,85,76–100%,4383000,3725550,657450,Yasin Wakabi,Saul Amony,Caleb Tumuhimbise,Brian Namutebi,"BOB0404, BOB0406"
J24B76/011,A13107,Winnie Tabaaro,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,55%,55,51–75%,2883000,1585650,1297350,Irene Namaganda,Warren Ladu,Moses Nakandi,Stephen Kato,"BOB0405, BOB0406"
J24B76/013,A13130,Anena Kamara,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Martin Tindyebwa,Ian Atim,Eunice Akello,Nakintu Namaganda,BOB0204
J24B76/016,A13159,Nabasirye Nakayiza,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Busoga High School,Iganga,Tier 2,Private/Faith-based,,,70%,70,51–75%,2883000,2018100,864900,Nakanwagi Bainomugisha,Esther Obua,Nakuya Twinamatsiko,Rebecca Nabunya,"BOB0403, BOB0404"
J24B76/018,A13162,Nakato Atim,Ugandan,School of Business,Business,76,Bachelor of Business Administration,3,1,5,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-25,Not Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3533000,3533000,0,Nambooze Mirembe,Shamim Amanya,Winnie Namaganda,Denis Atim,"BOB0204, BOB0206"
J24B76/021,A13196,Esther Waiswa,Ugandan,School of Business,Business,76,Bachelor of Business Administration,2,2,4,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,55%,55,51–75%,2883000,1585650,1297350,Hope Nakato,Peace Waiswa,Mary Wandera,Simon Sserugo,BOB0407
